UnitPrice,SalesQuantity,ReturnQuantity,ProductDivision,ERPMasterGender,MainColorGroupDesc,USSize,OverallRating,ComfortRating,SizeRating,WidthRating,ReviewsCount,ReturnRate
35.8,16,3,Footwear,MNS,gray,7,4.1,3.7,3,2.7,14,0.19
27.26,6,2,Footwear,WNS,white,7,3.3,3.2,2.6,2.8,9,0.33
27.16,12,2,Footwear,WNS,white,8,3.3,3.2,2.6,2.8,9,0.17
23.51,23,1,Footwear,WNS,pink,7,4,3.6,2.3,2.4,13,0.04
20.25,16,1,Footwear,WNS,pink,8.5,4,3.6,2.3,2.4,13,0.06
32.54,33,1,Footwear,MNS,white,11,5,5,3,3,2,0.03
29.45,30,2,Footwear,WNS,black,7.5,4,3.6,2.3,2.4,13,0.07
29.98,56,2,Footwear,WNS,black,8,4,3.6,2.3,2.4,13,0.04
29.62,38,1,Footwear,WNS,black,8.5,4,3.6,2.3,2.4,13,0.03
29.07,31,1,Footwear,WNS,black,9,4,3.6,2.3,2.4,13,0.03
25.38,80,1,Footwear,WNS,black,7,4.6,3.7,2.7,3.3,7,0.01
25.19,53,1,Footwear,WNS,black,7.5,4.6,3.7,2.7,3.3,7,0.02
24.72,70,2,Footwear,WNS,black,8,4.6,3.7,2.7,3.3,7,0.03
24.51,52,1,Footwear,WNS,black,8.5,4.6,3.7,2.7,3.3,7,0.02
25,33,1,Footwear,WNS,black,9,4.6,3.7,2.7,3.3,7,0.03
25.92,30,3,Footwear,WNS,black,9.5,4.6,3.7,2.7,3.3,7,0.1
26.38,37,4,Footwear,WNS,black,10,4.6,3.7,2.7,3.3,7,0.11
30.59,15,1,Footwear,MNS,black,11.5,5,5,3,3,2,0.07
31.6,23,2,Footwear,MNS,black,13,5,5,3,3,2,0.09
33.72,51,5,Footwear,MNS,black,10,5,5,3,3,2,0.1
33.22,44,1,Footwear,MNS,black,10.5,5,5,3,3,2,0.02
23.65,17,1,Footwear,KIDS,black,5.5,4,5,3.5,3,4,0.06
23.49,13,1,Footwear,KIDS,black,4,4,5,3.5,3,4,0.08
17.25,14,1,Footwear,KIDS,black,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
19.83,16,1,Footwear,KIDS,black,12,5,4,3,3,1,0.06
24.45,23,3,Footwear,KIDS,white,6.5,5,3,3,3,1,0.13
24.85,20,1,Footwear,KIDS,white,5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
24.66,30,1,Footwear,KIDS,white,7,5,3,3,3,1,0.03
26.34,38,1,Footwear,KIDS,black,6.5,5,3,3,3,1,0.03
23.95,31,1,Footwear,KIDS,white,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
24.19,19,1,Footwear,KIDS,white,4.5,5,3,3,3,1,0.05
25.7,22,1,Footwear,KIDS,white,5,5,3,3,3,1,0.05
25.26,27,2,Footwear,KIDS,black,5,5,3,3,3,1,0.07
19.91,22,3,Footwear,KIDS,white,8,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
21.92,30,1,Footwear,KIDS,white,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
23.5,5,1,Footwear,KIDS,white,3,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
21.09,12,2,Footwear,KIDS,white,5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
23.27,11,2,Footwear,KIDS,white,1,4.040326087,3.970830217,2.953835227,2.950917797,0,0.18
22.95,13,1,Footwear,KIDS,white,7,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
24.15,13,2,Footwear,KIDS,black,2,4.040326087,3.970830217,2.953835227,2.950917797,0,0.15
23.6,7,1,Footwear,KIDS,white,1.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
33.63,11,1,Footwear,MNS,black,13,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
33.2,7,1,Footwear,MNS,black,11.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
33.99,12,1,Footwear,MNS,black,10.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
24.99,2,1,Footwear,KIDS,purple,4,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
27.36,3,1,Footwear,KIDS,purple,11,3,3.970830217,2.953835227,2.950917797,2,0.33
29.16,6,1,Footwear,KIDS,pink,7,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
19.78,12,1,Footwear,KIDS,purple,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
32.66,3,1,Footwear,KIDS,pink,6,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
21.66,9,1,Footwear,KIDS,purple,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
30.31,32,1,Footwear,MNS,white,11,3.7,3.2,2,1,6,0.03
31.42,7,2,Footwear,MNS,white,6,3.7,3.2,2,1,6,0.29
27.95,13,1,Footwear,MNS,white,13,3.7,3.2,2,1,6,0.08
30.17,21,1,Footwear,MNS,white,12,3.7,3.2,2,1,6,0.05
28.71,5,2,Footwear,MNS,white,14,3.7,3.2,2,1,6,0.4
29.09,38,3,Footwear,MNS,white,9.5,3.7,3.2,2,1,6,0.08
29.91,12,1,Footwear,MNS,white,11.5,3.7,3.2,2,1,6,0.08
25.63,23,1,Footwear,KIDS,black,13,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
23.5,18,3,Footwear,KIDS,black,11,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
25.08,33,3,Footwear,KIDS,black,2,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
24.66,7,1,Footwear,KIDS,white,3,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
25.16,3,1,Footwear,KIDS,black,10.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
45.86,4,1,Apparel,WNS,pink,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
81.66,3,1,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
35.99,5,1,Apparel,MNS,gray,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
39.6,9,2,Apparel,MNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.22
98.39,5,1,Apparel,WNS,blue,XL,5,5,3,3,1,0.2
10.05,80,1,Apparel,MNS,red,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.36,81,2,Apparel,MNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
15.6,5,1,Apparel,MNS,yellow,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
15.42,94,4,Apparel,MNS,yellow,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
29.99,2,1,Apparel,WNS,black,XL,2,2,2,2,1,0.5
22.49,33,1,Apparel,MNS,gray,M,5,3.970830217,2.953835227,2.950917797,1,0.03
22.38,97,3,Apparel,MNS,black,XL,5,3.970830217,2.953835227,2.950917797,1,0.03
21.27,31,2,Apparel,MNS,gray,S,5,3.970830217,2.953835227,2.950917797,1,0.06
23.23,115,5,Apparel,MNS,gray,L,5,3.970830217,2.953835227,2.950917797,1,0.04
21.19,119,1,Apparel,MNS,black,L,5,3.970830217,2.953835227,2.950917797,1,0.01
24.49,6,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
25,39,1,Apparel,MNS,red,L,5,4.5,3.5,2.5,2,0.03
22.6,18,1,Apparel,WNS,black,S,4,3.970830217,3,2.950917797,1,0.06
13.91,4,1,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
29.99,2,1,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
51.53,17,1,Apparel,WNS,black,XL,5,5,4,3,2,0.06
57.56,21,1,Apparel,WNS,black,L,5,5,4,3,2,0.05
54.95,19,2,Apparel,WNS,black,S,5,5,4,3,2,0.11
60,4,1,Apparel,WNS,black,XS,5,5,4,3,2,0.25
42.71,35,1,Apparel,WNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
41.07,30,1,Apparel,WNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
38.56,43,4,Apparel,WNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
40,2,1,Apparel,WNS,black,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
42.12,40,2,Apparel,WNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
36,10,1,Apparel,WNS,black,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
62.44,30,1,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
54.43,21,3,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
53.4,30,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
21.24,5,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
25.79,5,1,Apparel,MNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
40.9,27,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
49.07,18,1,Apparel,MNS,gray,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
44.06,66,3,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
48.86,47,5,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
44.08,41,1,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
25.01,8,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
27.07,31,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
62.14,13,3,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.23
70,5,1,Apparel,MNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
53.98,44,4,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
51.6,10,1,Apparel,MNS,blue,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
47.53,55,1,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
51,14,2,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
53.63,23,2,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
58.57,21,2,Apparel,MNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
48.31,29,2,Apparel,MNS,blue,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
34.99,3,1,Apparel,KIDS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
27.64,5,2,Apparel,KIDS,black,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.4
31.54,5,1,Apparel,KIDS,black,L,1,3.970830217,1,2.950917797,1,0.2
29.99,4,2,Apparel,WNS,red,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
27.96,7,1,Apparel,KIDS,red,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
28.02,9,1,Apparel,KIDS,red,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
55.97,32,1,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
58.6,51,2,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
59.93,47,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
58.89,18,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
17.34,93,2,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
16.66,73,1,Apparel,MNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
47.82,3,1,Apparel,MNS,purple,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
29.74,4,1,Apparel,KIDS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
60.49,4,1,Apparel,MNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
14.27,5,1,Accessories,MNS,gray,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
9.88,26,1,Accessories,MNS,white,3,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
39.99,2,1,Apparel,MNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
64.63,7,1,Accessories,MNS,gray,7,4,3,2.7,2,3,0.14
57.56,8,1,Accessories,MNS,gray,11,4,3,2.7,2,3,0.12
69.99,17,1,Accessories,MNS,gray,9,4,3,2.7,2,3,0.06
8.82,27,1,Accessories,MNS,red,3,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
20.65,137,1,Accessories,MNS,black,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.28,27,1,Accessories,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
11.56,28,2,Accessories,MNS,blue,Adult,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
11.07,187,3,Accessories,MNS,white,Adult,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.57,74,2,Accessories,MNS,black,Adult,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
50.99,4,1,Apparel,KIDS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
75.95,2,1,Apparel,KIDS,pink,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
54.82,3,1,Apparel,KIDS,green,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
29.99,5,1,Footwear,KIDS,black,1,5,5,3,1,3,0.2
30.91,17,2,Footwear,KIDS,black,7,5,4.5,3.5,3,3,0.12
37.99,6,1,Footwear,WNS,gray,5.5,3.8,1.5,3,3,5,0.17
27.4,33,1,Footwear,KIDS,black,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
27.32,3,1,Footwear,KIDS,white,11,5,5,3,1,3,0.33
35.95,10,1,Footwear,WNS,gray,6.5,3.8,1.5,3,3,5,0.1
26.57,6,1,Footwear,KIDS,black,5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
25.49,17,1,Footwear,KIDS,white,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
35.8,9,1,Footwear,WNS,gray,6,3.8,1.5,3,3,5,0.11
21.98,9,2,Footwear,KIDS,white,7,4.040326087,3.970830217,2.953835227,2.950917797,0,0.22
25.2,21,1,Footwear,KIDS,black,8,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
35.59,17,1,Footwear,KIDS,black,13,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
34.62,8,1,Footwear,KIDS,black,6,4.8,4.5,3,3,5,0.12
32.62,8,1,Footwear,KIDS,white,6.5,4.8,4.5,3,3,5,0.12
37.39,5,1,Footwear,KIDS,black,5.5,4.8,4.5,3,3,5,0.2
26.46,7,1,Footwear,KIDS,black,5,1,3.970830217,2.953835227,2.950917797,1,0.14
23.66,3,1,Footwear,KIDS,black,4.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
35.49,2,1,Footwear,KIDS,black,5.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
37.49,2,1,Footwear,KIDS,blue,4,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
35.49,7,1,Footwear,KIDS,blue,5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
48,2,1,Footwear,KIDS,blue,6.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
44,4,1,Footwear,KIDS,blue,6,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
55.57,4,1,Footwear,WNS,white,6.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
81.38,9,1,Footwear,WNS,gray,7,4,5,3,3,11,0.11
10.96,134,3,Accessories,MNS,red,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
61.24,4,1,Footwear,MNS,gray,8.5,5,5,3,3,2,0.25
77.49,14,1,Accessories,MNS,black,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
8.7,106,1,Accessories,KIDS,pink,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
27.1,22,1,Footwear,KIDS,white,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
28.86,13,2,Footwear,KIDS,white,4,5,4.5,3.5,3,3,0.15
31.17,8,1,Footwear,KIDS,white,5,5,4.5,3.5,3,3,0.12
33.29,10,1,Footwear,KIDS,white,5.5,5,4.5,3.5,3,3,0.1
29.32,12,1,Footwear,KIDS,white,6,5,4.5,3.5,3,3,0.08
65,4,1,Accessories,MNS,black,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
41.44,10,1,Footwear,MNS,white,7,5,4.8,3.2,3,6,0.1
39.44,19,3,Footwear,MNS,white,7.5,5,4.8,3.2,3,6,0.16
39.02,22,2,Footwear,MNS,white,8,5,4.8,3.2,3,6,0.09
41.11,43,2,Footwear,MNS,white,10,5,4.8,3.2,3,6,0.05
40.98,34,1,Footwear,MNS,white,10.5,5,4.8,3.2,3,6,0.03
39.83,42,1,Footwear,MNS,white,11,5,4.8,3.2,3,6,0.02
38.25,23,4,Footwear,MNS,white,11.5,5,4.8,3.2,3,6,0.17
39.5,38,1,Footwear,MNS,white,12,5,4.8,3.2,3,6,0.03
39.99,11,1,Footwear,MNS,white,13,5,4.8,3.2,3,6,0.09
17.77,18,1,Accessories,WNS,white,Adult,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
19.95,237,2,Apparel,WNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
19.95,173,5,Apparel,WNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
18.87,86,1,Apparel,WNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
18.98,210,2,Apparel,WNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
41.45,86,2,Footwear,MNS,gray,13,3.7,3,1,1,3,0.02
39.88,37,1,Footwear,MNS,gray,14,3.7,3,1,1,3,0.03
39.99,6,1,Footwear,MNS,gray,7,3.7,3,1,1,3,0.17
39.39,45,1,Footwear,MNS,gray,7.5,3.7,3,1,1,3,0.02
40.57,77,7,Footwear,MNS,gray,8,3.7,3,1,1,3,0.09
40.35,119,5,Footwear,MNS,gray,8.5,3.7,3,1,1,3,0.04
47.14,23,1,Footwear,MNS,gray,9,3.7,3,1,1,3,0.04
40.51,84,5,Footwear,MNS,gray,9.5,3.7,3,1,1,3,0.06
46.58,17,2,Footwear,MNS,gray,10,3.7,3,1,1,3,0.12
40.46,141,8,Footwear,MNS,gray,11.5,3.7,3,1,1,3,0.06
57.11,4,1,Footwear,MNS,gray,12,3.7,3,1,1,3,0.25
17.65,9,1,Accessories,MNS,blue,S/M,3,1,1,1,1,0.11
8.3,65,1,Accessories,MNS,gray,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
77.92,14,2,Footwear,MNS,orange,9.5,5,4.8,3,3.2,6,0.14
76.05,18,2,Footwear,MNS,orange,12,5,4.8,3,3.2,6,0.11
83.66,12,2,Footwear,MNS,orange,8.5,5,4.8,3,3.2,6,0.17
10.57,27,1,Accessories,KIDS,black,Kids,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
11.77,32,1,Accessories,KIDS,black,Youth,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
35.28,7,1,Footwear,MNS,black,14,2.7,3.5,2.5,2.5,7,0.14
33.06,31,3,Footwear,MNS,black,7.5,2.7,3.5,2.5,2.5,7,0.1
32.75,33,1,Footwear,MNS,black,8,2.7,3.5,2.5,2.5,7,0.03
33.29,29,2,Footwear,MNS,black,8.5,2.7,3.5,2.5,2.5,7,0.07
34.34,50,2,Footwear,MNS,black,9,2.7,3.5,2.5,2.5,7,0.04
33.26,57,3,Footwear,MNS,black,9.5,2.7,3.5,2.5,2.5,7,0.05
34.67,55,1,Footwear,MNS,black,10,2.7,3.5,2.5,2.5,7,0.02
33.51,58,4,Footwear,MNS,black,10.5,2.7,3.5,2.5,2.5,7,0.07
33.31,50,4,Footwear,MNS,black,11,2.7,3.5,2.5,2.5,7,0.08
32.21,37,1,Footwear,MNS,black,12,2.7,3.5,2.5,2.5,7,0.03
28.66,10,1,Accessories,MNS,blue,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
100.38,8,1,Footwear,WNS,pink,7.5,3.6,3.7,2.5,3,5,0.12
96.66,3,1,Footwear,WNS,pink,6.5,3.6,3.7,2.5,3,5,0.33
101.93,15,1,Footwear,WNS,pink,6,3.6,3.7,2.5,3,5,0.07
24.05,48,2,Accessories,MNS,black,OSFA,3,3,2,3,1,0.04
45.56,64,1,Footwear,MNS,black,13,4.2,4,3.2,3,5,0.02
47.18,47,2,Footwear,MNS,black,8,4.2,4,3.2,3,5,0.04
43.49,4,1,Footwear,MNS,black,8.5,4.2,4,3.2,3,5,0.25
47.28,53,1,Footwear,MNS,black,10,4.2,4,3.2,3,5,0.02
44.39,116,1,Footwear,MNS,black,10.5,4.2,4,3.2,3,5,0.01
45.72,44,1,Footwear,MNS,black,11.5,4.2,4,3.2,3,5,0.02
46.29,79,4,Footwear,MNS,black,12,4.2,4,3.2,3,5,0.05
14.2,47,1,Accessories,KIDS,black,Kids,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.47,30,1,Accessories,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
50.86,4,1,Footwear,MNS,white,10.5,4,4,3,2,1,0.25
47.12,4,1,Footwear,MNS,white,11,4,4,3,2,1,0.25
40.86,19,1,Footwear,MNS,white,11.5,4,4,3,2,1,0.05
41.12,12,2,Footwear,MNS,white,12,4,4,3,2,1,0.17
43.06,8,1,Footwear,MNS,white,7,4,4,3,2,1,0.12
40.37,12,2,Footwear,MNS,white,9,4,4,3,2,1,0.17
44.26,13,3,Footwear,MNS,white,10,4,4,3,2,1,0.23
32.86,102,4,Footwear,MNS,black,10.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
9.82,215,2,Apparel,MNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.94,131,2,Apparel,MNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
41.99,2,1,Footwear,WNS,blue,8.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
120,3,1,Footwear,MNS,black,10.5,4.9,4.1,3.2,3,17,0.33
104.73,11,1,Footwear,MNS,black,10,4.9,4.1,3.2,3,17,0.09
112,15,1,Footwear,MNS,black,12,4.9,4.1,3.2,3,17,0.07
31.34,29,1,Accessories,MNS,black,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
33.24,2,1,Accessories,MNS,gray,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
33.28,25,1,Accessories,MNS,blue,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
32.13,11,1,Footwear,WNS,black,7,4,5,2,2,1,0.09
95.62,48,1,Apparel,MNS,black,XXL,5,3.970830217,4,2.950917797,1,0.02
93.57,28,2,Apparel,MNS,black,3XL,5,3.970830217,4,2.950917797,1,0.07
20.45,9,1,Apparel,MNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
24.07,8,1,Apparel,WNS,gray,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
28,2,1,Apparel,MNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
22.49,2,1,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
15.49,4,1,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
20,17,1,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
20.6,3,1,Apparel,MNS,gray,3XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
26.57,33,1,Footwear,KIDS,black,6,5,4,3,3,1,0.03
24.71,22,2,Footwear,KIDS,black,6.5,5,4,3,3,1,0.09
27.62,24,1,Footwear,KIDS,black,4,5,4,3,3,1,0.04
26.36,11,1,Footwear,KIDS,gray,5,5,4,3,3,1,0.09
27.21,19,2,Footwear,KIDS,gray,7,5,4,3,3,1,0.11
23.29,18,1,Footwear,KIDS,black,2,2.2,3.5,3,2.5,4,0.06
24.08,20,2,Footwear,KIDS,black,2.5,2.2,3.5,3,2.5,4,0.1
24.23,26,1,Footwear,KIDS,black,3,2.2,3.5,3,2.5,4,0.04
22.34,10,1,Footwear,KIDS,black,11,2.2,3.5,3,2.5,4,0.1
42.66,25,4,Accessories,MNS,black,OSFA,5,5,3,3,1,0.16
9.45,234,6,Footwear,MNS,gray,11,1,3.970830217,2.953835227,2.950917797,1,0.03
9.54,147,3,Footwear,MNS,gray,12,1,3.970830217,2.953835227,2.950917797,1,0.02
9.53,218,2,Footwear,MNS,gray,10,1,3.970830217,2.953835227,2.950917797,1,0.01
16,43,2,Footwear,MNS,red,12,3.5,4,2.7,3,6,0.05
25,6,1,Footwear,MNS,black,7,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
24.37,4,1,Footwear,MNS,black,8,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
22.18,8,2,Footwear,MNS,black,8.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
26.1,9,1,Footwear,MNS,black,9.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
25,6,1,Footwear,MNS,black,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
24.99,5,1,Footwear,MNS,black,11,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
20.77,6,1,Footwear,MNS,black,7,1,3.970830217,2.953835227,2.950917797,1,0.17
18.99,11,1,Footwear,MNS,black,7.5,1,3.970830217,2.953835227,2.950917797,1,0.09
19.93,33,1,Footwear,MNS,black,9,1,3.970830217,2.953835227,2.950917797,1,0.03
19.31,12,1,Footwear,MNS,black,10.5,1,3.970830217,2.953835227,2.950917797,1,0.08
21.11,9,1,Footwear,MNS,black,11,1,3.970830217,2.953835227,2.950917797,1,0.11
19.51,13,1,Footwear,KIDS,black,6.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
18.18,7,1,Footwear,KIDS,black,1,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
20.24,5,1,Footwear,KIDS,black,1.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
16.8,7,1,Footwear,KIDS,black,3.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
18.99,4,1,Footwear,KIDS,black,4,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
18.49,5,1,Footwear,KIDS,black,4.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
18.11,4,1,Footwear,KIDS,black,5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
224.99,2,1,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
65.99,4,2,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
48.72,11,1,Apparel,MNS,red,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
29.99,6,1,Apparel,KIDS,red,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
98,5,1,Footwear,MNS,black,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
14.65,88,1,Accessories,MNS,black,OSFA,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
8.19,25,1,Accessories,MNS,pink,Mini,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
